Happy,Angry,Surprise,Sad,Fear,emotion
0.19,0.05,0.07,0.44,0.26,sad
0.1,0.0,0.0,0.2,0.7,fear
0.0,0.0,0.0,1.0,0.0,sad
0.11,0.0,0.0,0.44,0.44,sad
0.045,0.03,0.35,0.13,0.445,fear
0.0,0.04,0.3,0.39,0.26,sad
0.4,0.0,0.05,0.2,0.35,happy
0.17,0.08,0.08,0.08,0.58,fear
0.06,0.12,0.27,0.24,0.3,fear
0.43,0.29,0.14,0.14,0.0,happy
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.0,0.2,0.8,fear
0.025,0.0,0.33499999999999996,0.195,0.44499999999999995,fear
0.13,0.0,0.13,0.2,0.53,fear
0.0,0.14,0.0,0.14,0.71,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.0,0.5,0.5,0.0,surprise
0.18,0.09,0.0,0.36,0.36,sad
0.0,0.18,0.09,0.45,0.27,sad
0.14,0.0,0.0,0.29,0.57,fear
0.0,0.0,0.0,0.5,0.5,sad
0.25,0.0,0.0,0.0,0.75,fear
0.25,0.08,0.0,0.29,0.38,fear
0.25,0.25,0.0,0.25,0.25,happy
0.0,0.0,0.17,0.17,0.67,fear
0.0,0.0,0.14,0.27,0.59,fear
0.04,0.12,0.16,0.2,0.48,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.17,0.0,0.17,0.67,fear
0.0,0.0,0.18,0.24,0.59,fear
0.0,0.08,0.25,0.17,0.5,fear
0.06,0.06,0.18,0.35,0.35,sad
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.3,0.7,fear
1.0,0.0,0.0,0.0,0.0,happy
0.0,0.14,0.0,0.57,0.29,sad
0.09,0.0,0.09,0.45,0.36,sad
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.18,0.18,0.09,0.55,fear
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.0,0.0,0.0,0.67,fear
0.2,0.03,0.23,0.17,0.37,fear
0.0,0.07,0.07,0.14,0.71,fear
0.06,0.06,0.13,0.55,0.19,sad
0.33,0.0,0.33,0.0,0.33,happy
0.03,0.03,0.13,0.19,0.61,fear
0.04,0.0,0.0,0.33,0.62,fear
0.12,0.0,0.12,0.38,0.38,sad
0.33,0.0,0.33,0.0,0.33,happy
0.0,0.0,0.2,0.225,0.575,fear
0.02,0.03666666666666667,0.07333333333333333,0.07333333333333333,0.4633333333333334,fear
0.0,0.25,0.25,0.0,0.5,fear
0.05,0.0,0.3,0.2,0.45,fear
0.05,0.025,0.055,0.08,0.7949999999999999,fear
0.06,0.06,0.17,0.22,0.5,fear
0.0,0.17,0.08,0.25,0.5,fear
0.33,0.06,0.19,0.28,0.14,happy
0.29,0.0,0.04,0.2,0.47,fear
0.15,0.11,0.0,0.15,0.59,fear
0.05,0.1,0.1,0.4,0.35,sad
0.12,0.06,0.0,0.5,0.31,sad
0.0,0.25,0.0,0.0,0.75,fear
0.0,0.0,0.14,0.36,0.5,fear
0.0,0.0,0.1,0.6,0.3,sad
0.16,0.07,0.06,0.285,0.42,fear
0.0,0.0,0.0,0.0,0.0,happy
0.12,0.0,0.12,0.29,0.47,fear
0.0,0.0,0.0,0.0,0.0,happy
0.08,0.08,0.08,0.35,0.42,fear
0.0,0.0,0.67,0.33,0.0,surprise
0.25,0.0,0.0,0.5,0.25,sad
0.25,0.0,0.0,0.5,0.25,sad
0.13333333333333333,0.11,0.06666666666666667,0.0,0.69,fear
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.33,0.33,0.0,0.33,angry
0.17,0.0,0.0,0.17,0.67,fear
0.06,0.03,0.09,0.24,0.58,fear
0.25,0.0,0.0,0.25,0.0,happy
0.22,0.11,0.06,0.33,0.28,sad
0.0,0.0,0.38,0.12,0.5,fear
0.0,0.0,0.0,0.0,0.0,happy
0.21,0.11,0.26,0.11,0.32,fear
0.23,0.05,0.11,0.18,0.43,fear
0.05,0.0,0.15,0.45,0.35,sad
0.0175,0.0925,0.11,0.24250000000000005,0.53,fear
0.0,0.0,0.0,0.5,0.5,sad
0.03,0.05,0.14,0.27,0.51,fear
0.0,0.0,0.0,0.22,0.78,fear
0.25,0.03666666666666667,0.3233333333333333,0.07333333333333335,0.31666666666666665,surprise
0.0,0.12,0.0,0.62,0.25,sad
0.0,0.2,0.0,0.4,0.4,sad
0.11,0.11,0.0,0.33,0.44,fear
0.0,0.0,0.29,0.07,0.64,fear
0.0,0.0,0.0,0.0,1.0,fear
0.12,0.12,0.25,0.25,0.25,surprise
0.09,0.03,0.23,0.31,0.34,fear
0.11,0.18,0.055,0.165,0.485,fear
0.0,0.0,0.0,0.0,0.0,happy
0.11,0.11,0.16666666666666666,0.11,0.5,fear
0.11,0.11,0.19,0.22,0.37,fear
0.09,0.03,0.29,0.09,0.5,fear
0.33,0.0,0.0,0.44,0.22,sad
0.04,0.08,0.28,0.4,0.2,sad
0.07,0.11000000000000001,0.135,0.065,0.62,fear
0.0,0.06,0.13,0.195,0.605,fear
0.0,0.25,0.12,0.12,0.5,fear
0.04,0.04,0.04,0.24,0.645,fear
0.07,0.0,0.0,0.07,0.355,fear
0.07,0.0,0.18,0.11,0.635,fear
0.05,0.05,0.085,0.25,0.56,fear
0.11,0.18,0.19,0.28,0.235,sad
0.0,0.055,0.055,0.28,0.61,fear
0.115,0.075,0.325,0.0,0.48,fear
0.35,0.05,0.1,0.0,0.5,fear
0.025,0.025,0.43,0.22999999999999998,0.29,surprise
0.06,0.0,0.09666666666666668,0.16,0.3466666666666667,fear
0.015,0.0,0.09,0.37,0.525,fear
0.0,0.0,0.055,0.275,0.67,fear
0.09,0.0,0.18,0.45,0.27,sad
0.14,0.09,0.14,0.34,0.29,sad
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.18,0.27,0.55,fear
0.0,0.12,0.12,0.38,0.38,sad
0.0,0.0,0.1,0.2,0.7,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.08499999999999999,0.0,0.235,0.095,0.585,fear
0.44,0.0,0.0,0.44,0.125,happy
1.0,0.0,0.0,0.0,0.0,happy
0.04,0.115,0.155,0.04,0.655,fear
0.15,0.0,0.1,0.4,0.35,sad
0.08,0.02,0.085,0.255,0.56,fear
0.0,0.0,0.05,0.4,0.55,fear
0.03,0.03,0.225,0.37,0.335,sad
0.13,0.07,0.2,0.33,0.27,sad
0.0,0.0,0.0,0.5,0.5,sad
0.125,0.0,0.625,0.0,0.25,surprise
0.25,0.02,0.2225,0.0775,0.43,fear
0.0,0.0,0.185,0.15,0.67,fear
0.0,0.0,1.0,0.0,0.0,surprise
0.3,0.15000000000000002,0.05,0.15,0.35,fear
0.045,0.0,0.24,0.18,0.535,fear
0.2,0.0,0.0,0.0,0.8,fear
0.0,0.0,0.0,1.0,0.0,sad
0.12000000000000001,0.05,0.12000000000000001,0.17,0.5349999999999999,fear
0.33,0.0,0.0,0.0,0.67,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.1,0.045,0.135,0.335,0.38,fear
0.0,0.07,0.07,0.4,0.47,fear
0.25,0.0,0.17,0.17,0.42,fear
0.0,0.0,0.2,0.6,0.2,sad
0.165,0.035,0.035,0.365,0.4,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.33,0.0,0.0,0.33,happy
0.0,0.0,0.0,0.5,0.5,sad
0.31666666666666665,0.0,0.12,0.26333333333333336,0.2966666666666667,happy
0.14,0.0,0.29,0.43,0.14,sad
0.11,0.0,0.22000000000000003,0.245,0.42,fear
0.03333333333333333,0.0,0.08333333333333333,0.125,0.7583333333333333,fear
0.0,0.0,0.0,0.0,1.0,fear
0.20500000000000002,0.015,0.035,0.245,0.49,fear
0.0,0.08,0.17,0.0,0.75,fear
0.0,0.0,0.0,0.0,1.0,fear
0.18,0.07,0.11,0.32,0.32,sad
0.0,0.0,0.0,0.5,0.5,sad
0.2,0.055,0.055,0.21000000000000002,0.48000000000000004,fear
0.175,0.0,0.105,0.105,0.62,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.025,0.05,0.025,0.4,fear
0.2,0.0,0.0,0.4,0.4,sad
0.06,0.06,0.0,0.53,0.35,sad
0.06,0.06,0.125,0.625,0.125,sad
0.0,0.0,0.17,0.5,0.33,sad
0.07,0.07,0.26,0.19,0.42,fear
0.2,0.0,0.0,0.8,0.0,sad
0.03,0.08,0.05,0.35,0.49,fear
0.0,0.07,0.0,0.14,0.79,fear
0.06,0.0,0.03,0.205,0.7,fear
0.24,0.12,0.06,0.24,0.35,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.33,0.67,fear
0.06,0.06,0.125,0.06,0.69,fear
0.0,0.0,0.25,0.75,0.0,sad
0.06799999999999999,0.064,0.17800000000000002,0.166,0.5279999999999999,fear
0.0,0.29,0.0,0.57,0.14,sad
0.3,0.1,0.0,0.5,0.1,sad
0.0,0.0,0.5,0.5,0.0,surprise
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.25,0.5,0.25,sad
0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,fear
0.4,0.0,0.2,0.0,0.4,happy
0.0,0.0,0.0,0.5,0.5,sad
0.03,0.03,0.06,0.31,0.58,fear
0.09,0.0,0.275,0.265,0.365,fear
0.0,0.5,0.25,0.25,0.0,angry
0.03,0.03,0.03,0.45,0.45,sad
0.08333333333333333,0.04,0.06,0.37333333333333335,0.43999999999999995,fear
0.0,0.25,0.0,0.0,0.75,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.07,0.07,0.855,fear
0.0,0.0,0.4,0.4,0.2,surprise
0.06,0.0,0.29,0.18,0.47,fear
0.07,0.02,0.12,0.32,0.46,fear
0.17,0.0,0.17,0.11,0.56,fear
0.03,0.0,0.24,0.24,0.48,fear
0.0,0.0,0.0,0.0,0.0,happy
0.04,0.0,0.0,0.165,0.79,fear
0.0,0.09,0.0,0.09,0.82,fear
0.0,0.0,0.3,0.3,0.4,fear
0.225,0.225,0.05,0.1,0.4,fear
0.5,0.0,0.0,0.5,0.0,happy
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.33,0.0,0.44,0.22,sad
0.0,0.0,0.0,0.5,0.0,sad
0.08,0.08,0.25,0.17,0.42,fear
0.02,0.0,0.21000000000000002,0.33999999999999997,0.42500000000000004,fear
0.0,0.0,0.025,0.59,0.385,sad
0.0,0.0,0.5,0.5,0.0,surprise
0.1,0.0,0.04,0.115,0.745,fear
0.11499999999999999,0.055,0.18,0.11499999999999999,0.53,fear
0.03,0.0,0.03,0.14500000000000002,0.7949999999999999,fear
0.055,0.0,0.29000000000000004,0.29000000000000004,0.36,fear
0.05,0.005,0.235,0.28500000000000003,0.42999999999999994,fear
0.045,0.0,0.225,0.18,0.045,surprise
0.05,0.0,0.1,0.62,0.24,sad
0.0,0.0,0.165,0.41500000000000004,0.41500000000000004,sad
0.0,0.0,0.045,0.345,0.6100000000000001,fear
0.045,0.045,0.105,0.41500000000000004,0.385,sad
0.14,0.0,0.29,0.43,0.14,sad
0.0,0.0,0.0,0.0,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.125,0.0,0.0,0.75,0.125,sad
0.0,0.0,0.0,0.33,0.67,fear
0.275,0.02,0.35500000000000004,0.195,0.15,surprise
0.12,0.0,0.38,0.25,0.25,surprise
0.07,0.0,0.13,0.4,0.4,sad
0.215,0.04,0.24,0.16,0.33499999999999996,fear
0.07666666666666667,0.023333333333333334,0.09000000000000001,0.14333333333333334,0.6666666666666666,fear
0.0,0.0,0.0,0.0,1.0,fear
0.25,0.0,0.585,0.0,0.165,surprise
0.14,0.04,0.08,0.15000000000000002,0.6000000000000001,fear
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.0,0.0,happy
0.13,0.0,0.13,0.13,0.6,fear
0.15,0.08,0.04,0.35,0.38,fear
0.0,0.0,0.18,0.09,0.73,fear
0.0890909090909091,0.009090909090909092,0.15636363636363637,0.2963636363636364,0.4481818181818182,fear
0.0,0.09,0.09,0.13,0.7,fear
0.0,0.0,0.0,0.125,0.875,fear
0.14,0.05,0.0,0.32,0.5,fear
0.0,0.0,0.15,0.38,0.46,fear
0.29,0.0,0.0,0.14,0.57,fear
0.1,0.05,0.0,0.05,0.8,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.125,0.05,0.825,fear
0.0,0.6,0.0,0.2,0.2,angry
0.0,0.0,1.0,0.0,0.0,surprise
0.09,0.0,0.18,0.18,0.55,fear
0.0,0.125,0.0,0.125,0.75,fear
0.0,0.24,0.05,0.43,0.29,sad
0.045,0.09,0.165,0.09,0.6100000000000001,fear
0.085,0.155,0.065,0.22999999999999998,0.465,fear
0.06,0.0,0.25,0.31,0.38,fear
0.145,0.13,0.06,0.09,0.575,fear
0.12,0.0,0.12,0.12,0.62,fear
0.03666666666666667,0.11,0.17666666666666667,0.13666666666666666,0.5366666666666667,fear
0.06,0.0,0.06,0.64,0.24,sad
0.0,0.0,0.14,0.43,0.43,sad
0.04,0.04,0.0,0.12666666666666668,0.45999999999999996,fear
0.0,0.07,0.195,0.28,0.44999999999999996,fear
0.1,0.1,0.17,0.19,0.45,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.075,0.02,0.055,0.11,0.74,fear
0.0,0.0,0.0,0.33,0.67,fear
0.07,0.07,0.0,0.135,0.72,fear
0.0,0.055,0.0,0.11,0.835,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.67,0.33,0.0,surprise
0.20500000000000002,0.04,0.04,0.23,0.48,fear
0.12,0.12,0.25,0.25,0.25,surprise
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.1,0.45,0.2,0.25,surprise
0.04,0.17,0.17,0.09,0.52,fear
0.0,0.0,0.0,0.0,1.0,fear
0.14,0.04,0.21,0.29,0.32,fear
0.0,0.0,0.01,0.13999999999999999,0.65,fear
0.15500000000000003,0.025,0.085,0.29000000000000004,0.44999999999999996,fear
0.14,0.14,0.14,0.17,0.42,fear
0.0,0.045,0.15,0.215,0.5900000000000001,fear
0.0,0.0,0.0,0.2,0.8,fear
0.04,0.08,0.24,0.32,0.32,sad
0.155,0.03,0.185,0.32499999999999996,0.31,sad
0.0,0.0,0.085,0.41500000000000004,0.5,fear
0.0,0.0,0.0,0.5,0.5,sad
0.04,0.125,0.075,0.365,0.395,fear
0.08,0.15,0.08,0.31,0.38,fear
0.14,0.05,0.05,0.09,0.68,fear
0.0,0.0,0.0,0.25,0.75,fear
0.11,0.05,0.11,0.42,0.32,sad
0.08625000000000001,0.0,0.18625000000000003,0.09125,0.6375000000000001,fear
0.20500000000000002,0.0,0.14500000000000002,0.25,0.405,fear
0.05,0.14,0.0,0.38,0.43,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.38,0.31,0.31,surprise
0.25,0.0,0.38,0.12,0.25,surprise
0.0,0.25,0.0,0.5,0.25,sad
0.03,0.03,0.05,0.3,0.59,fear
0.0,0.0,0.67,0.0,0.33,surprise
0.0,0.08,0.15,0.0,0.77,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.11,0.11,0.33,0.44,fear
0.12,0.18,0.18,0.18,0.35,fear
0.0,0.0,0.0,0.0,1.0,fear
0.11,0.015,0.125,0.28,0.46499999999999997,fear
0.0,0.0,0.11,0.44,0.44,sad
0.015,0.0,0.185,0.45999999999999996,0.33499999999999996,sad
0.0,0.06,0.06,0.38,0.5,fear
0.0,0.0,0.25,0.25,0.5,fear
0.145,0.0,0.1,0.27,0.485,fear
0.06,0.15,0.13,0.25,0.4,fear
0.0,0.07,0.07,0.21,0.64,fear
0.12,0.06,0.19,0.25,0.38,fear
0.0,0.0,0.665,0.165,0.165,surprise
0.16468750000000001,0.023750000000000004,0.08125,0.19531250000000003,0.4718750000000001,fear
0.1,0.02,0.14,0.19,0.55,fear
0.095,0.03,0.12,0.23,0.52,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.11,0.11,0.11,0.22,0.44,fear
0.19,0.1,0.05,0.19,0.48,fear
0.13,0.07,0.07,0.4,0.33,sad
0.0,0.0,0.365,0.41500000000000004,0.22,sad
0.0,0.0,0.5,0.0,0.5,surprise
0.06,0.0,0.125,0.625,0.19,sad
0.055,0.0,0.055,0.0,0.39,fear
0.0,0.18,0.09,0.36,0.36,sad
0.0,0.19,0.14,0.3,0.38,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.0,0.0,0.5,fear
0.04,0.0,0.03,0.31,0.615,fear
0.0,0.04,0.13,0.48,0.35,sad
0.12,0.0,0.29,0.2,0.39,fear
0.36,0.0,0.14,0.36,0.14,happy
0.049999999999999996,0.0,0.18666666666666668,0.11,0.65,fear
0.0,0.03666666666666667,0.16666666666666666,0.07333333333333333,0.7233333333333333,fear
0.0,0.21,0.07,0.36,0.36,sad
0.07,0.2,0.33,0.13,0.27,surprise
0.0,0.0,0.0,0.33,0.67,fear
0.0,0.14,0.0,0.0,0.86,fear
0.23,0.045,0.045,0.255,0.42500000000000004,fear
0.0,0.0,0.535,0.1,0.365,surprise
0.07,0.0,0.0,0.215,0.715,fear
0.5,0.0,0.0,0.0,0.5,happy
0.0,0.0,0.0,0.47,0.53,fear
0.0,0.0,0.4,0.4,0.2,surprise
0.0,0.0,0.17,0.11,0.72,fear
0.07,0.03,0.32,0.25,0.32,surprise
0.0,0.0,0.38,0.15,0.46,fear
0.0,0.0,0.25,0.08,0.67,fear
0.0,0.0,0.0,0.0,1.0,fear
0.14,0.0,0.14,0.29,0.43,fear
0.0,0.05,0.05,0.145,0.26,fear
0.06,0.29,0.18,0.24,0.24,angry
0.0,0.585,0.085,0.25,0.085,angry
0.04,0.0,0.07,0.46,0.43,sad
0.0,0.0,0.0,0.0,1.0,fear
0.12,0.25,0.0,0.5,0.12,sad
0.23,0.0,0.09,0.27,0.41,fear
0.0,0.0,0.5,0.25,0.25,surprise
0.0,0.0,0.0,0.17,0.83,fear
0.03,0.0,0.0,0.125,0.345,fear
0.0,0.0,0.2,0.4,0.4,sad
0.0,0.0,0.19,0.43,0.38,sad
0.12,0.12,0.0,0.25,0.5,fear
0.0,0.0,0.0,1.0,0.0,sad
0.1,0.1,0.2,0.3,0.3,sad
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.0,0.125,0.25,0.625,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.4,0.0,0.6,fear
0.04,0.11,0.07,0.3,0.48,fear
0.0,0.22,0.0,0.22,0.56,fear
0.0,0.0,0.0,0.0,1.0,fear
0.2,0.0,0.0,0.2,0.6,fear
0.0625,0.0,0.07,0.1825,0.6849999999999999,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.14,0.14,0.57,0.14,sad
0.29,0.0,0.18,0.18,0.35,fear
0.12,0.08,0.12,0.16,0.52,fear
0.0,0.0,0.0,0.5,0.5,sad
0.06,0.02,0.22,0.24,0.45,fear
0.0,0.0,0.13333333333333333,0.15,0.7166666666666667,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.14,0.14,0.71,fear
0.48,0.0,0.13,0.0,0.39,happy
0.0,0.0,0.21,0.21,0.57,fear
0.0,0.07,0.13,0.6,0.2,sad
0.085,0.0,0.0,0.25,0.67,fear
0.05666666666666667,0.09333333333333334,0.02,0.18666666666666668,0.64,fear
0.08,0.0,0.18,0.46,0.28,sad
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.0,0.22,0.0,0.78,fear
0.19,0.06,0.13,0.23,0.4,fear
0.225,0.0,0.095,0.315,0.36,fear
0.03125,0.075,0.0875,0.40625,0.4,sad
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.33,0.33,0.33,0.0,angry
0.11,0.18,0.08,0.37,0.26,sad
0.2,0.0,0.0,0.0,0.8,fear
0.335,0.0,0.0625,0.22750000000000004,0.125,happy
0.2,0.0,0.0,0.4,0.4,sad
0.0,0.0,0.8,0.0,0.2,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.25,0.0,0.0,0.25,0.5,fear
0.155,0.0,0.055,0.205,0.585,fear
0.25,0.0,0.0,0.5,0.25,sad
0.1,0.29,0.15,0.15,0.31,fear
0.11,0.0,0.11,0.67,0.11,sad
0.08,0.0,0.08,0.54,0.31,sad
0.0,0.0,0.0,0.5566666666666666,0.11,sad
0.0,0.0,0.0,0.0,0.5,fear
0.125,0.0,0.25,0.0,0.625,fear
0.0,0.0,0.0,0.0,0.0,happy
0.09,0.0,0.125,0.31,0.48,fear
0.11,0.05,0.05,0.47,0.32,sad
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.0,0.0,1.0,fear
0.035,0.095,0.2,0.155,0.515,fear
0.04,0.03,0.15,0.27,0.51,fear
0.14,0.0,0.29,0.29,0.29,surprise
0.085,0.07500000000000001,0.2,0.15000000000000002,0.49,fear
0.18,0.06,0.12,0.53,0.12,sad
0.08333333333333333,0.12,0.016666666666666666,0.27666666666666667,0.5,fear
0.0,0.0,0.05,0.1825,0.5175000000000001,fear
0.0,0.0,0.0,0.0,1.0,fear
0.25,0.25,0.0,0.5,0.0,sad
0.0,0.0,0.0,1.0,0.0,sad
0.235,0.0,0.055,0.36,0.345,sad
0.085,0.0,0.03,0.61,0.28,sad
0.1,0.1,0.1,0.33,0.38,fear
0.015,0.0375,0.2225,0.2875,0.4375,fear
0.28500000000000003,0.065,0.0,0.165,0.485,fear
0.0,0.0,0.6,0.0,0.4,surprise
0.0,0.07,0.07,0.15500000000000003,0.7,fear
0.17,0.17,0.17,0.33,0.17,sad
0.0,0.0,0.04,0.33499999999999996,0.625,fear
0.29000000000000004,0.0,0.04,0.335,0.33499999999999996,sad
0.07333333333333333,0.04666666666666667,0.22,0.22999999999999998,0.42333333333333334,fear
0.0,0.0,0.25,0.25,0.5,fear
0.14,0.0,0.2,0.18,0.47,fear
0.135,0.035,0.07,0.16999999999999998,0.585,fear
0.0,0.2,0.2,0.2,0.4,fear
0.12,0.0,0.38,0.25,0.25,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.124,0.0,0.024,0.024,0.8240000000000001,fear
