Happy,Angry,Surprise,Sad,Fear,emotion
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.5,0.0,0.5,surprise
0.11,0.04,0.15,0.21,0.49,fear
0.0,0.0,0.08,0.33,0.58,fear
0.0,0.0,0.10333333333333335,0.4366666666666667,0.45999999999999996,fear
0.0,0.06,0.0,0.35,0.59,fear
0.0,0.0,0.0,0.5,0.5,sad
0.04666666666666667,0.0,0.0,0.04666666666666667,0.9033333333333333,fear
0.07,0.07,0.1,0.215,0.545,fear
0.055,0.03,0.55,0.105,0.26,surprise
0.12,0.12,0.38,0.0,0.38,surprise
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.25,0.0,0.75,fear
0.05,0.11,0.16,0.37,0.32,sad
0.05,0.14,0.18,0.36,0.27,sad
0.0,0.12,0.31,0.25,0.31,surprise
0.06,0.22,0.06,0.22,0.44,fear
0.0,0.0,0.38,0.06,0.56,fear
0.013333333333333334,0.043333333333333335,0.12,0.48333333333333334,0.3433333333333333,sad
0.18,0.055,0.0,0.055,0.71,fear
0.0,0.0,0.36,0.18,0.45,fear
0.054000000000000006,0.016,0.124,0.21800000000000003,0.5860000000000001,fear
0.27,0.0,0.18,0.09,0.45,fear
0.0,0.0,0.0,0.33,0.67,fear
0.05,0.05,0.1,0.43,0.38,sad
0.05,0.17,0.12,0.4,0.25,sad
0.1,0.04,0.06,0.2,0.61,fear
0.0,0.0,0.0,0.22,0.78,fear
0.0,0.0,0.0,0.18,0.82,fear
0.0,0.08,0.08,0.46,0.38,sad
0.07,0.0,0.0,0.21,0.71,fear
0.07,0.0,0.0,0.4,0.53,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.17,0.17,0.67,fear
0.05,0.02,0.14,0.33,0.45,fear
0.0,0.0,0.0,0.0,1.0,fear
0.12,0.12,0.12,0.38,0.25,sad
0.0,0.0,0.0,0.57,0.43,sad
0.08,0.0,0.15,0.31,0.46,fear
0.09,0.09,0.21,0.15,0.45,fear
0.2,0.0,0.0,0.2,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.06,0.0,0.045,0.135,0.26,fear
0.0,0.08,0.31,0.38,0.23,sad
0.0,0.06,0.19,0.54,0.21000000000000002,sad
0.04,0.02,0.1,0.22,0.63,fear
0.19,0.0,0.03,0.29,0.48,fear
0.0,0.0,0.0,0.61,0.39,sad
0.11,0.02,0.11,0.45,0.32,sad
0.19,0.12,0.06,0.38,0.25,sad
0.1,0.0,0.14,0.24,0.52,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.2,0.4,0.4,sad
0.19,0.06,0.31,0.19,0.25,surprise
0.33,0.0,0.0,0.0,0.67,fear
0.0,0.0,0.33,0.0,0.67,fear
0.0,0.14,0.29,0.14,0.43,fear
0.0,0.0,0.0,0.2,0.8,fear
0.12,0.0,0.12,0.62,0.12,sad
0.0,0.0,1.0,0.0,0.0,surprise
0.13,0.0,0.045,0.085,0.745,fear
0.0,0.0,0.0,0.4,0.6,fear
0.15,0.0,0.23,0.23,0.38,fear
0.0,0.0,0.0,0.0,0.0,happy
0.19,0.06,0.12,0.31,0.31,sad
0.25,0.0,0.0,0.5,0.25,sad
0.06,0.06,0.14,0.42,0.33,sad
0.5,0.0,0.0,0.0,0.5,happy
0.4,0.0,0.2,0.0,0.4,happy
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.0,0.0,0.33,0.33,happy
0.11,0.05,0.03,0.34,0.47,fear
0.0,0.0,0.0,0.33,0.67,fear
0.23,0.15,0.0,0.15,0.46,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.0,1.0,0.0,sad
0.145,0.0,0.22,0.29000000000000004,0.33999999999999997,fear
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.18,0.0,0.06,0.18,0.59,fear
0.0,0.0,0.4,0.4,0.2,surprise
0.0,0.0,0.0,0.15,0.85,fear
0.0,0.05,0.29,0.24,0.43,fear
0.0,0.08,0.08,0.25,0.58,fear
0.1,0.03,0.03,0.265,0.5800000000000001,fear
0.11,0.11,0.22,0.11,0.44,fear
0.0,0.0,0.0,0.0,1.0,fear
0.15,0.0,0.15,0.31,0.38,fear
0.08,0.17,0.08,0.5,0.17,sad
0.02,0.02,0.07,0.17,0.71,fear
0.06,0.0,0.06,0.24,0.65,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.18,0.06,0.29,0.47,fear
0.085,0.05,0.065,0.23,0.5700000000000001,fear
0.08,0.12,0.08,0.19,0.54,fear
0.0,0.11,0.33,0.22,0.33,surprise
0.0,0.05,0.0,0.47,0.47,sad
0.0,0.0,0.38,0.25,0.38,surprise
0.07,0.0,0.0,0.145,0.285,fear
0.06,0.0,0.25,0.06,0.625,fear
0.0,0.0,0.33,0.67,0.0,sad
0.0,0.0,0.29,0.29,0.43,fear
0.17500000000000002,0.0033333333333333335,0.045000000000000005,0.20666666666666667,0.23666666666666666,fear
0.08,0.08,0.15,0.08,0.62,fear
0.09,0.09,0.14,0.32,0.36,fear
0.0,0.0,0.125,0.125,0.75,fear
0.0,0.0,0.15500000000000003,0.07,0.77,fear
0.0,0.0,0.0,0.75,0.25,sad
0.07,0.04,0.04,0.3,0.56,fear
0.0,0.0,0.37,0.26,0.37,surprise
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.145,0.07,0.41000000000000003,0.38,sad
0.0,0.0,0.17,0.3,0.52,fear
0.0,0.05,0.0,0.19,0.76,fear
0.15,0.0,0.08,0.23,0.54,fear
0.5,0.0,0.0,0.0,0.5,happy
0.13,0.0,0.0,0.27,0.6,fear
0.0,0.05,0.21,0.26,0.47,fear
0.0,0.4,0.0,0.6,0.0,sad
0.05,0.05,0.0,0.15,0.75,fear
0.08,0.05,0.085,0.26,0.525,fear
0.0,0.0,0.25,0.165,0.585,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.04,0.74,0.22,sad
0.08,0.0,0.08,0.58,0.25,sad
0.0,0.06,0.0,0.29,0.65,fear
0.17,0.17,0.0,0.67,0.0,sad
0.0,0.035,0.165,0.365,0.435,fear
0.0,0.0,0.06,0.12,0.825,fear
0.18,0.0,0.09,0.09,0.64,fear
0.05,0.05,0.16,0.1,0.64,fear
0.0,0.0,0.08,0.17,0.75,fear
0.065,0.025,0.05125,0.10875,0.4962500000000001,fear
0.0,0.0,0.0,0.33,0.67,fear
0.14,0.0,0.0,0.14,0.71,fear
0.12,0.0,0.12,0.25,0.5,fear
0.0,0.0,0.17,0.25,0.58,fear
0.12,0.12,0.12,0.12,0.5,fear
0.5,0.0,0.0,0.0,0.5,happy
0.0,0.0,0.0,0.25,0.75,fear
0.045,0.0,0.045,0.135,0.275,fear
0.16,0.03,0.13,0.19,0.48,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.24,0.0,0.18,0.06,0.53,fear
0.0,0.0,0.0,1.0,0.0,sad
0.11,0.05,0.05,0.32,0.47,fear
0.0,0.0,0.11,0.0,0.89,fear
0.0,0.29,0.0,0.29,0.43,fear
0.2,0.0,0.2,0.2,0.4,fear
0.11,0.0,0.0,0.22,0.67,fear
0.06,0.165,0.21000000000000002,0.14,0.41500000000000004,fear
0.11,0.0,0.175,0.255,0.45999999999999996,fear
0.19,0.12,0.25,0.12,0.31,fear
0.0,0.09,0.09,0.09,0.73,fear
0.07,0.1,0.05,0.17,0.62,fear
0.12,0.08,0.08,0.21,0.5,fear
0.0,0.0,1.0,0.0,0.0,surprise
0.1,0.0,0.2,0.1,0.6,fear
0.5,0.0,0.0,0.5,0.0,happy
1.0,0.0,0.0,0.0,0.0,happy
0.035,0.0,0.035,0.145,0.7849999999999999,fear
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.0,0.165,0.25,0.585,fear
0.0,0.0,0.33,0.17,0.5,fear
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.0,0.43,0.57,fear
0.105,0.06,0.22,0.2,0.41,fear
0.0,0.0,0.5,0.25,0.25,surprise
0.0,0.0,0.0,0.33,0.67,fear
0.08,0.08,0.31,0.38,0.15,sad
0.09,0.09,0.18,0.18,0.45,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.29,0.57,0.14,sad
0.1,0.125,0.325,0.125,0.325,surprise
0.14,0.14,0.14,0.14,0.43,fear
0.06,0.0,0.12,0.19,0.62,fear
0.14,0.0,0.0,0.14,0.71,fear
0.07,0.02,0.14,0.33,0.44,fear
0.0,0.265,0.21500000000000002,0.235,0.28500000000000003,fear
0.12,0.12,0.0,0.25,0.5,fear
0.15,0.0,0.31,0.08,0.46,fear
0.12,0.02,0.065,0.18000000000000002,0.61,fear
0.07,0.14,0.0,0.43,0.36,sad
0.0,0.17,0.0,0.17,0.67,fear
0.29357142857142854,0.0,0.04785714285714286,0.22142857142857145,0.22214285714285714,happy
0.1,0.035,0.085,0.32499999999999996,0.45499999999999996,fear
0.25,0.0,0.0,0.25,0.5,fear
0.07,0.04,0.29,0.36,0.25,sad
0.0,0.0,0.09,0.09,0.82,fear
0.09,0.09,0.27,0.09,0.45,fear
0.25,0.0,0.0,0.0,0.75,fear
0.0,0.0,0.5,0.165,0.335,surprise
0.18,0.09,0.09,0.27,0.36,fear
0.09,0.0,0.09,0.18,0.64,fear
0.07,0.1,0.03,0.24,0.55,fear
0.0,0.0,0.0,0.67,0.33,sad
0.31,0.0,0.23,0.23,0.23,happy
0.03,0.0625,0.07250000000000001,0.495,0.3375,sad
0.085,0.0,0.0,0.25,0.665,fear
0.09,0.05,0.09,0.27,0.5,fear
0.565,0.0125,0.060000000000000005,0.1525,0.21,happy
0.11,0.0,0.26,0.37,0.26,sad
0.0,0.0,0.25,0.0,0.75,fear
0.05,0.05,0.05,0.26,0.58,fear
0.0,0.25,0.0,0.25,0.5,fear
0.25,0.0,0.0,0.25,0.5,fear
0.07,0.07,0.07,0.43,0.36,sad
0.1,0.1,0.2,0.0,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.1,0.015,0.12000000000000001,0.385,0.38,sad
0.095,0.0,0.095,0.22,0.595,fear
0.0,0.1,0.1,0.0,0.8,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.02,0.13,0.22,0.29,happy
0.0,0.0,0.0,0.085,0.915,fear
0.06,0.03,0.18,0.15,0.58,fear
0.0,0.07,0.5,0.21,0.21,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.08,0.03,0.03,0.36,0.5,fear
0.0,0.0,0.0,0.5,0.5,sad
0.22333333333333336,0.0,0.04,0.45999999999999996,0.27666666666666667,sad
0.22,0.0,0.22,0.11,0.44,fear
0.14,0.0,0.14,0.29,0.43,fear
0.0,0.33,0.0,0.33,0.33,angry
0.0,0.0,0.25,0.5,0.25,sad
0.55,0.0,0.0,0.2,0.25,happy
0.25,0.10250000000000001,0.0375,0.0575,0.5525,fear
0.29000000000000004,0.0,0.1,0.49,0.125,sad
0.0,0.25,0.0,0.0,0.25,angry
0.08,0.08,0.08,0.31,0.46,fear
0.0,0.0,0.25,0.25,0.5,fear
0.04,0.0,0.04,0.12,0.7949999999999999,fear
0.43,0.0,0.09,0.17,0.3,happy
0.0275,0.0,0.0925,0.34,0.5425,fear
0.0,0.5,0.0,0.5,0.0,angry
0.2,0.0,0.1,0.4,0.30000000000000004,sad
0.064,0.098,0.156,0.184,0.496,fear
0.0,0.0,0.08,0.58,0.33,sad
0.07,0.11,0.14,0.21,0.46,fear
0.15,0.15,0.23,0.08,0.38,fear
0.0,0.33,0.0,0.17,0.5,fear
0.06,0.06,0.23,0.29,0.35,fear
0.125,0.08750000000000001,0.0375,0.21,0.5375,fear
0.05,0.0,0.15,0.35,0.45,fear
0.07,0.13,0.07,0.33,0.4,fear
0.22333333333333336,0.006666666666666667,0.043333333333333335,0.29333333333333333,0.43333333333333335,fear
0.25,0.25,0.0,0.0,0.5,fear
0.0,0.0,0.06,0.125,0.31,fear
0.0,0.0,0.0,0.0,1.0,fear
0.16,0.16,0.08,0.28,0.32,fear
0.0,0.0,0.0,0.0,1.0,fear
0.09000000000000001,0.0,0.14,0.25333333333333335,0.5133333333333333,fear
0.049999999999999996,0.0375,0.055,0.19,0.6625000000000001,fear
0.0,0.0,0.17,0.5,0.33,sad
0.0,0.0,0.2,0.3,0.5,fear
0.07,0.0,0.07,0.36,0.5,fear
0.0,0.2,0.2,0.0,0.6,fear
0.215,0.07,0.215,0.07,0.42999999999999994,fear
0.0,0.0,0.0,0.0,1.0,fear
0.17,0.0,0.17,0.5,0.17,sad
0.0,0.0,0.0,0.0,1.0,fear
0.08,0.17,0.08,0.33,0.33,sad
0.21,0.11,0.16,0.21,0.32,fear
0.17,0.17,0.17,0.17,0.33,fear
0.11,0.0,0.26,0.21,0.42,fear
0.1,0.135,0.06,0.305,0.4,fear
0.0,0.04,0.395,0.115,0.45,fear
0.43,0.29,0.14,0.14,0.0,happy
0.07,0.1,0.2,0.23,0.4,fear
0.125,0.0,0.19,0.125,0.565,fear
0.0,0.0,0.1,0.4,0.5,fear
0.0,0.16,0.22,0.38,0.24,sad
0.27,0.0,0.18,0.36,0.18,sad
0.06,0.0,0.12,0.38,0.44,fear
0.0,0.0,0.25,0.5,0.25,sad
0.0,0.305,0.055,0.47,0.165,sad
0.0,0.0,0.0,0.14333333333333334,0.18999999999999997,fear
0.165,0.0,0.0,0.0,0.335,fear
0.06666666666666667,0.04666666666666667,0.09666666666666666,0.41999999999999993,0.37333333333333335,sad
0.05,0.1,0.1,0.3,0.45,fear
0.045,0.03,0.14,0.41000000000000003,0.38,sad
0.0,0.0,0.0,0.0,1.0,fear
0.15,0.0,0.0,0.38,0.46,fear
0.0,0.0,0.2,0.6,0.2,sad
0.0,0.2,0.2,0.2,0.4,fear
0.025,0.095,0.09125,0.45500000000000007,0.3325,sad
0.0,0.195,0.06,0.32,0.415,fear
0.04,0.02,0.085,0.665,0.19,sad
0.25,0.0,0.0,0.25,0.5,fear
0.45,0.1,0.0,0.35,0.1,happy
0.1,0.0,0.0,0.7,0.2,sad
0.0,0.0,0.665,0.165,0.165,surprise
0.21,0.07,0.07,0.36,0.29,sad
0.06,0.06,0.12,0.06,0.71,fear
0.08,0.08,0.17,0.42,0.25,sad
0.33,0.0,0.08,0.25,0.33,happy
0.04,0.02,0.17,0.2,0.57,fear
0.125,0.11,0.07,0.215,0.48,fear
0.75,0.0,0.25,0.0,0.0,happy
0.18,0.0175,0.2025,0.34750000000000003,0.25250000000000006,sad
0.0,0.0,0.0,0.5,0.5,sad
0.535,0.02,0.075,0.095,0.28,happy
0.21,0.0,0.29,0.29,0.21,surprise
0.04,0.04,0.04,0.36,0.52,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.0,0.0,happy
0.12,0.12,0.18,0.24,0.35,fear
0.0,0.22,0.0,0.11,0.67,fear
0.27,0.09,0.0,0.27,0.36,fear
0.05,0.0,0.1,0.24,0.62,fear
0.0,0.0,0.2,0.3,0.5,fear
0.12,0.0,0.0,0.12,0.75,fear
0.12,0.04,0.02,0.39,0.44,fear
0.44,0.11,0.11,0.0,0.33,happy
0.33,0.17,0.0,0.5,0.0,sad
0.04,0.12,0.12,0.21,0.5,fear
0.25,0.2,0.1,0.2,0.25,happy
0.04,0.0,0.075,0.155,0.73,fear
0.0,0.0,0.06,0.25,0.69,fear
0.0,0.055,0.1,0.42000000000000004,0.42000000000000004,sad
0.12,0.0,0.12,0.38,0.38,sad
0.0,0.05,0.2,0.28,0.47,fear
0.055,0.0,0.055,0.275,0.615,fear
0.0,0.06,0.0,0.19,0.75,fear
0.0,0.0,0.12,0.0,0.88,fear
0.08,0.03,0.21,0.08,0.61,fear
0.17,0.0,0.33,0.33,0.17,surprise
0.06,0.11499999999999999,0.15,0.14500000000000002,0.53,fear
0.04,0.0,0.11,0.26,0.59,fear
0.12,0.0,0.0,0.12,0.75,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.0,1.0,fear
0.23,0.0,0.08,0.23,0.46,fear
0.06,0.0,0.19,0.38,0.38,sad
0.0,0.0,1.0,0.0,0.0,surprise
0.0,0.0,0.14,0.14,0.71,fear
0.195,0.0,0.06,0.225,0.52,fear
0.29,0.0,0.14,0.14,0.43,fear
0.0,0.0,0.67,0.0,0.33,surprise
0.12,0.0,0.12,0.38,0.38,sad
0.0,0.0,0.38,0.0,0.62,fear
0.04,0.12,0.19,0.19,0.46,fear
0.0,0.0,0.0,0.44,0.56,fear
0.2,0.2,0.2,0.0,0.4,fear
0.0,0.33,0.0,0.33,0.33,angry
0.07500000000000001,0.025,0.035,0.22,0.655,fear
0.12,0.09,0.12,0.22,0.44,fear
0.08,0.15,0.15,0.38,0.23,sad
0.0,0.05,0.15,0.21,0.59,fear
0.0,0.0,0.0,0.5,0.0,sad
0.2,0.13,0.13,0.27,0.27,sad
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.43,0.14,0.43,surprise
0.2,0.0,0.0,0.33,0.47,fear
0.06,0.0,0.0,0.19,0.75,fear
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.0,0.0,0.33,0.67,fear
0.12,0.0,0.12,0.24,0.53,fear
0.12,0.06,0.29,0.18,0.35,fear
0.0,0.0,0.165,0.0,0.835,fear
0.15,0.0,0.0,0.15,0.69,fear
0.11,0.0,0.22,0.22,0.44,fear
0.12,0.04,0.17,0.29,0.38,fear
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.01,0.565,0.19,0.235,surprise
0.0,0.0,0.13,0.33,0.53,fear
0.06,0.01,0.19,0.38,0.36,sad
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.0,0.25,0.0,0.75,fear
0.0,0.0,0.0,0.67,0.33,sad
0.12,0.25,0.25,0.12,0.25,angry
0.07,0.0,0.0,0.145,0.7849999999999999,fear
0.05,0.06,0.06,0.225,0.6,fear
0.12,0.0,0.33,0.21,0.33,surprise
0.29,0.08,0.04,0.12,0.46,fear
0.06,0.18,0.06,0.29,0.41,fear
0.0,0.0,0.0,0.25,0.25,sad
0.15,0.0,0.15,0.38,0.31,sad
0.0,0.0,0.0,0.5,0.5,sad
0.3,0.025,0.05,0.19,0.44,fear
0.0,0.12,0.0,0.12,0.75,fear
0.22,0.1075,0.125,0.18000000000000002,0.365,fear
0.0,0.33,0.0,0.0,0.67,fear
0.09,0.09,0.18,0.09,0.55,fear
0.14,0.05,0.14,0.18,0.5,fear
0.19,0.045,0.07,0.32,0.375,fear
0.0,0.11,0.11,0.22,0.56,fear
0.0,0.0,0.0,0.43,0.57,fear
0.04,0.02,0.21,0.33,0.4,fear
0.05,0.0,0.08,0.58,0.29,sad
0.0275,0.01,0.1075,0.075,0.7775,fear
0.0,0.0,0.0,0.74,0.26,sad
0.06,0.02,0.13,0.27,0.52,fear
0.0,0.0,0.18,0.36,0.45,fear
0.07,0.0,0.21,0.57,0.14,sad
0.5,0.0,0.0,0.0,0.5,happy
0.03,0.03,0.12,0.18,0.65,fear
0.21,0.03,0.15,0.15,0.46,fear
0.5,0.0,0.0,0.0,0.5,happy
0.1,0.2,0.5,0.0,0.2,surprise
0.0,0.25,0.5,0.0,0.25,surprise
0.0,0.0,0.0,0.33,0.67,fear
0.18,0.0,0.18,0.27,0.36,fear
0.0,0.33,0.0,0.33,0.33,angry
0.21,0.0,0.05,0.37,0.37,sad
0.0,0.0,0.0,0.18,0.82,fear
0.15,0.0,0.15,0.31,0.38,fear
0.045,0.0,0.225,0.09,0.635,fear
0.3,0.1,0.1,0.0,0.5,fear
0.0,0.0,0.0,0.375,0.625,fear
0.04,0.02,0.1,0.52,0.31,sad
0.0,0.0,0.22,0.67,0.11,sad
0.0,0.0,0.0,0.265,0.7350000000000001,fear
0.0,0.09000000000000001,0.023333333333333334,0.043333333333333335,0.8433333333333333,fear
0.0,0.33,0.0,0.33,0.33,angry
0.0,0.08,0.17,0.17,0.58,fear
0.11,0.11,0.17,0.11,0.5,fear
0.055,0.055,0.18,0.275,0.44,fear
0.12,0.0,0.09,0.16,0.62,fear
0.0,0.12,0.12,0.38,0.38,sad
0.0,0.0,0.11,0.33,0.56,fear
0.0,0.2,0.0,0.2,0.6,fear
0.0,0.25,0.055,0.16,0.54,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.0,0.14,0.86,fear
0.09,0.0,0.09,0.23,0.58,fear
0.0,0.0,0.11,0.11,0.79,fear
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.0,0.06,0.44,0.5,fear
0.0,0.0,0.0,0.6,0.4,sad
0.17,0.08,0.17,0.25,0.33,fear
0.0,0.05,0.0,0.2,0.75,fear
0.67,0.0,0.0,0.0,0.33,happy
0.0,0.0,0.0,0.25,0.75,fear
0.11,0.0,0.07,0.41,0.41,sad
0.13,0.07,0.0,0.2,0.6,fear
0.17,0.11,0.0,0.22,0.5,fear
0.18,0.06,0.29,0.18,0.29,surprise
0.14,0.1,0.05,0.1,0.62,fear
0.06,0.0,0.12,0.47,0.35,sad
0.0,0.0,0.0,1.0,0.0,sad
0.14,0.0,0.14,0.43,0.29,sad
0.17,0.17,0.5,0.0,0.17,surprise
0.02,0.22,0.28,0.09,0.39,fear
0.08,0.02,0.19,0.35,0.35,sad
0.5,0.0,0.0,0.25,0.25,happy
0.0,0.0,0.0,0.0,1.0,fear
0.07,0.0,0.07,0.36,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.165,0.0,0.165,0.25,0.41500000000000004,fear
0.14,0.07,0.07,0.14,0.57,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.03,0.26,0.55,0.16,sad
0.0,0.0,0.1,0.435,0.465,fear
0.2,0.0,0.0,0.4,0.4,sad
0.0,0.0,0.43,0.29,0.29,surprise
0.105,0.04,0.135,0.32,0.395,fear
0.0,0.0,0.25,0.0,0.75,fear
0.0,0.0,0.29,0.43,0.29,sad
0.0,0.22,0.11,0.22,0.44,fear
0.14500000000000002,0.0425,0.1525,0.0675,0.5924999999999999,fear
0.08,0.0,0.08,0.46,0.38,sad
0.0,0.1,0.23,0.1,0.575,fear
0.23,0.14,0.05,0.23,0.36,fear
0.0,0.0,0.0,0.46,0.54,fear
0.14,0.07,0.18,0.36,0.25,sad
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.09,0.27,0.18,0.45,fear
0.0,0.0,0.0,0.0,0.0,happy
0.11333333333333333,0.07,0.08333333333333333,0.21,0.52,fear
0.11,0.03,0.13,0.16,0.58,fear
0.08,0.0,0.0,0.46,0.46,sad
0.0,0.0,0.0,0.0,0.0,happy
0.14500000000000002,0.015,0.0475,0.3175,0.47000000000000003,fear
0.0,0.0,0.05,0.315,0.635,fear
0.20500000000000002,0.03,0.045,0.355,0.36,fear
0.11666666666666665,0.08666666666666667,0.08,0.4366666666666667,0.27666666666666667,sad
0.165,0.0,0.345,0.25,0.23500000000000001,surprise
0.025,0.0,0.205,0.35,0.42,fear
0.25,0.0,0.25,0.0,0.5,fear
0.0,0.0,0.25,0.5,0.25,sad
